id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,is_recid,is_violent_recid,two_year_recid,high_risk
2211,1,0,1,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,1
2212,0,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
2215,1,0,1,0.0,0.0,0.0,0.07894736842105263,0,1,1,1,0
2216,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2217,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2218,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2220,1,0,0,0.0,0.0,0.0,0.39473684210526316,1,1,0,1,0
2221,1,1,0,0.0,0.0,0.0,0.07894736842105263,1,1,1,1,0
2222,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,0
2223,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2224,0,1,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2226,1,1,0,0.05,0.0,0.0,0.05263157894736842,1,1,0,1,0
2228,1,0,1,0.0,0.15384615384615385,0.0,0.07894736842105263,0,1,0,1,0
2231,1,0,1,0.0,0.38461538461538464,0.0,0.3157894736842105,1,1,1,1,1
2233,1,1,1,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
2234,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2235,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,1
2236,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
2237,1,0,1,0.0,0.0,0.058823529411764705,0.10526315789473684,0,0,0,0,1
2239,0,1,0,0.0,0.0,0.0,0.18421052631578946,1,0,0,0,1
2240,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,1
2243,1,1,0,0.0,0.0,0.0,0.0,1,1,1,1,0
2245,0,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
2246,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
2247,1,0,0,0.15000000000000002,0.0,0.0,0.15789473684210525,0,1,1,1,1
2248,0,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
2250,1,0,0,0.05,0.0,0.11764705882352941,0.39473684210526316,0,1,0,1,1
2252,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2256,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2258,0,1,1,0.0,0.0,0.0,0.0,0,1,1,1,0
2259,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,0
2261,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2262,1,0,1,0.0,0.0,0.0,0.0,1,1,0,1,0
2263,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2268,0,1,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,1
2269,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2271,1,0,0,0.0,0.0,0.058823529411764705,0.18421052631578946,0,1,0,1,1
2272,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,1
2274,1,1,0,0.0,0.0,0.0,0.3684210526315789,1,1,1,1,0
2276,1,0,0,0.0,0.0,0.0,0.15789473684210525,1,0,0,0,0
2277,1,1,0,0.0,0.0,0.058823529411764705,0.13157894736842105,1,1,1,1,1
2278,1,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2279,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,1
2280,1,0,1,0.45,0.0,0.0,0.23684210526315788,0,1,0,1,0
2281,1,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2282,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2283,1,0,0,0.0,0.0,0.0,0.21052631578947367,1,1,1,1,1
2284,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2285,1,0,0,0.0,0.0,0.0,0.18421052631578946,0,0,0,0,0
2286,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2287,1,0,0,0.05,0.0,0.058823529411764705,0.3157894736842105,1,1,0,1,1
2289,0,1,1,0.0,0.15384615384615385,0.058823529411764705,0.07894736842105263,1,1,1,1,1
2290,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
2291,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2292,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2293,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2294,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2297,1,1,1,0.0,0.0,0.0,0.13157894736842105,0,1,1,1,1
2299,1,1,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,1
2300,1,1,0,0.0,0.0,0.0,0.3421052631578947,0,1,0,1,0
2301,1,0,1,0.0,0.23076923076923078,0.0,0.13157894736842105,0,1,0,1,1
2303,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2306,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2307,1,1,0,0.0,0.0,0.0,0.2894736842105263,1,0,0,0,1
2309,0,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
2310,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2311,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,1,1,0
2314,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,0
2316,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2317,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
2318,1,1,1,0.0,0.0,0.0,0.0,0,1,0,1,0
2320,0,0,1,0.0,0.0,0.058823529411764705,0.0,0,1,0,1,0
2321,1,0,0,0.0,0.0,0.0,0.18421052631578946,1,1,1,1,0
2322,1,0,0,0.0,0.0,0.0,0.39473684210526316,0,0,0,0,1
2324,1,0,1,0.0,0.0,0.0,0.0,1,1,0,1,0
2326,1,0,0,0.0,0.0,0.0,0.3157894736842105,0,1,0,0,1
2327,1,0,0,0.2,0.0,0.058823529411764705,0.3684210526315789,0,1,0,1,1
2328,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0
2329,1,0,0,0.0,0.3076923076923077,0.23529411764705882,0.3684210526315789,0,1,0,1,1
2332,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2334,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,0
2335,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,1,1,1,0
2336,1,0,1,0.1,0.0,0.0,0.05263157894736842,0,1,0,1,1
2338,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2339,0,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,1
2342,0,0,0,0.0,0.0,0.0,0.2894736842105263,0,0,0,0,1
2343,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2344,0,0,1,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,1
2349,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,1
2350,1,0,0,0.0,0.0,0.0,0.18421052631578946,1,1,0,1,1
2352,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2353,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2354,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
2355,1,0,1,0.0,0.0,0.0,0.0,1,1,0,1,0
2356,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
2357,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2360,1,0,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2361,0,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
2363,1,1,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,0
2365,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2366,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2367,0,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,1,1,0
2370,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2371,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2372,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
2374,1,0,1,0.0,0.0,0.0,0.0,1,1,0,0,0
2376,1,0,0,0.0,0.07692307692307693,0.1764705882352941,0.3684210526315789,0,1,0,1,1
2380,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2381,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
2382,1,0,0,0.0,0.0,0.0,0.631578947368421,0,1,0,1,0
2383,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2385,0,0,1,0.0,0.0,0.1764705882352941,0.05263157894736842,0,1,0,1,1
2386,1,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2387,1,1,1,0.0,0.0,0.0,0.0,0,1,1,1,1
2388,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
2389,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,0
2390,1,0,0,0.1,0.0,0.0,0.39473684210526316,0,1,0,1,1
2392,1,0,0,0.0,0.0,0.058823529411764705,0.2631578947368421,0,1,0,1,0
2393,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2394,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
2396,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2398,0,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2399,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
2400,1,0,0,0.0,0.15384615384615385,0.11764705882352941,0.2894736842105263,0,0,0,0,1
2401,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2402,1,0,0,0.0,0.0,0.058823529411764705,0.39473684210526316,0,1,0,1,1
2404,1,0,0,0.1,0.0,0.0,0.13157894736842105,0,0,0,0,1
2405,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2406,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2407,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
2408,0,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2410,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2411,0,0,0,0.0,0.07692307692307693,0.0,0.15789473684210525,0,0,0,0,0
2412,1,1,0,0.0,0.07692307692307693,0.0,0.15789473684210525,0,0,0,0,0
2415,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2416,0,1,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,1,0
2418,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2420,1,1,0,0.0,0.0,0.0,0.0,1,1,1,1,0
2421,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2422,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2425,1,1,0,0.0,0.0,0.0,0.2894736842105263,0,1,1,1,1
2426,1,1,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
2427,1,0,0,0.0,0.0,0.0,0.23684210526315788,0,1,0,1,1
2428,1,0,0,0.0,0.3076923076923077,1.0,0.3157894736842105,0,0,0,0,1
2429,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2430,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,1,0,1,0
2431,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2432,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2437,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2438,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2439,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2441,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2442,1,0,1,0.0,0.15384615384615385,0.058823529411764705,0.21052631578947367,0,1,1,1,1
2443,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2444,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2445,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
2446,1,1,1,0.0,0.0,0.0,0.0,0,1,0,1,0
2448,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,1
2451,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2453,0,1,0,0.0,0.0,0.0,0.13157894736842105,1,1,0,1,1
2454,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2456,1,1,0,0.0,0.0,0.0,0.23684210526315788,0,0,0,0,0
2457,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2459,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2460,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
2462,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2464,1,0,0,0.0,0.0,0.0,0.3157894736842105,0,0,0,0,1
2465,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,1
2467,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
2470,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,0
2471,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
2472,1,1,0,0.0,0.0,0.11764705882352941,0.23684210526315788,1,0,0,0,1
2474,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,1,1,1,1
2475,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2476,1,0,0,0.0,0.07692307692307693,0.058823529411764705,0.3421052631578947,0,1,0,1,1
2477,1,1,0,0.05,0.0,0.0,0.23684210526315788,0,1,0,1,0
2478,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2479,1,0,0,0.0,0.0,0.0,0.21052631578947367,1,1,0,1,1
2480,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2482,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2484,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2485,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2486,0,1,0,0.0,0.0,0.0,0.18421052631578946,1,0,0,0,0
2487,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,0
2488,0,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2489,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2490,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,1,0,1,0
2493,0,1,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
2494,0,0,1,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,1
2495,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2496,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
2497,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2498,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2499,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
2501,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2502,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2503,0,0,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,0
2504,1,1,1,0.0,0.0,0.058823529411764705,0.0,1,1,0,1,0
2507,1,0,0,0.0,0.0,0.0,0.13157894736842105,1,0,0,0,0
2509,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,0
2511,1,0,0,0.0,0.0,0.058823529411764705,0.05263157894736842,1,0,0,0,0
2512,1,0,0,0.0,0.15384615384615385,0.0,0.5526315789473684,0,1,0,1,1
2513,1,0,1,0.0,0.0,0.058823529411764705,0.3421052631578947,0,1,0,1,1
2514,1,0,0,0.0,0.07692307692307693,0.0,0.6052631578947368,0,1,0,1,1
2515,1,0,0,0.1,0.07692307692307693,0.0,0.2894736842105263,0,0,0,0,1
2516,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2517,1,0,0,0.0,0.0,0.0,0.23684210526315788,0,0,0,0,0
2518,1,0,0,0.0,0.0,0.23529411764705882,0.13157894736842105,0,0,0,0,1
2519,1,0,0,0.05,0.23076923076923078,0.0,0.631578947368421,0,1,1,1,1
2520,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
2521,0,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2523,1,0,0,0.0,0.0,0.0,0.5,0,0,0,0,0
2524,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0
2525,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2526,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2527,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,1
2529,1,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2530,1,0,1,0.0,0.0,0.1764705882352941,0.0,0,1,0,1,0
2532,1,0,0,0.0,0.07692307692307693,0.0,0.15789473684210525,1,0,0,0,1
2533,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,0
2534,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
2536,1,0,0,0.0,0.0,0.0,0.7105263157894737,1,0,0,0,1
2537,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2538,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2539,0,0,0,0.0,0.0,0.0,0.10526315789473684,1,1,1,1,1
2540,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2541,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2542,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,1,1,1,0
2543,1,0,0,0.1,0.23076923076923078,0.0,0.631578947368421,0,0,0,0,1
2544,1,1,0,0.0,0.0,0.0,0.3421052631578947,0,1,0,1,1
2546,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2548,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,0
2549,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2550,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2554,0,1,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,0
2556,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1
2557,1,0,0,0.0,0.0,0.0,0.3684210526315789,0,0,0,0,1
2560,1,1,1,0.0,0.0,0.0,0.0,0,1,1,1,1
2561,0,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,1
2562,1,0,0,0.0,0.0,0.058823529411764705,0.18421052631578946,1,0,0,0,0
2564,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,1,0,1,0
2566,1,0,0,0.0,0.0,0.058823529411764705,0.05263157894736842,1,1,0,0,1
2567,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2568,1,0,0,0.0,0.0,0.0,0.3684210526315789,0,1,0,1,1
2569,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2571,1,0,1,0.0,0.07692307692307693,0.0,0.10526315789473684,0,1,0,1,1
2572,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
2573,0,1,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
2574,1,1,1,0.0,0.0,0.058823529411764705,0.05263157894736842,0,1,0,0,1
2575,0,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
2576,1,1,1,0.0,0.07692307692307693,0.0,0.02631578947368421,0,1,0,1,0
2578,1,0,0,0.0,0.0,0.0,0.6052631578947368,0,1,0,1,0
2579,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2580,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2581,1,0,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,1
2582,1,1,0,0.0,0.0,0.0,0.13157894736842105,1,0,0,0,0
2583,0,1,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
2584,1,0,1,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,1
2586,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2588,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2589,0,0,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,0
2591,1,0,1,0.0,0.0,0.0,0.07894736842105263,1,1,0,1,0
2592,1,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2593,0,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2594,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2595,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2599,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2602,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
2604,1,0,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,0
2605,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,1
2606,1,0,0,0.0,0.0,0.0,0.2631578947368421,0,0,0,0,1
2607,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2608,1,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0
2609,1,0,0,0.0,0.0,0.058823529411764705,0.23684210526315788,0,0,0,0,1
2610,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2611,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,0,0
2612,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2613,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2614,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
2615,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2616,1,0,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2618,1,0,0,0.0,0.0,0.0,0.7105263157894737,0,1,0,1,1
2619,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
2620,1,0,0,0.0,0.0,0.058823529411764705,0.18421052631578946,1,1,0,1,1
2621,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,1
2623,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,0
2624,1,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0
2625,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,0
2630,1,0,0,0.0,0.07692307692307693,0.0,0.21052631578947367,0,1,0,0,0
2632,1,1,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
2633,1,0,0,0.0,0.0,0.0,0.39473684210526316,0,1,0,1,1
2634,1,1,0,0.0,0.0,0.0,0.18421052631578946,0,1,1,1,0
2637,1,1,0,0.0,0.0,0.0,0.18421052631578946,0,1,1,1,1
2638,1,1,1,0.0,0.0,0.1764705882352941,0.0,1,0,0,0,0
2639,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2641,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2642,1,0,1,0.05,0.0,0.0,0.02631578947368421,0,1,1,0,1
2643,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2644,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,1,0
2645,0,0,0,0.0,0.0,0.0,0.23684210526315788,0,0,0,0,0
2649,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2650,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
2651,1,0,0,0.0,0.0,0.0,0.10526315789473684,1,0,0,0,0
2652,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,1
2654,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,1
2655,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2656,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2657,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2658,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2661,0,1,0,0.0,0.0,0.0,0.2894736842105263,0,1,0,1,1
2662,1,0,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2664,1,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1
2666,0,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
2667,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2668,0,1,0,0.0,0.07692307692307693,0.0,0.07894736842105263,0,0,0,0,0
2669,1,1,0,0.0,0.0,0.0,0.10526315789473684,1,0,0,0,0
2671,1,0,0,0.0,0.15384615384615385,0.058823529411764705,0.18421052631578946,0,1,0,1,1
2672,1,0,0,0.05,0.0,0.0,0.13157894736842105,0,1,1,1,1
2673,1,0,1,0.0,0.07692307692307693,0.058823529411764705,0.02631578947368421,0,1,1,0,0
2676,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,1,1,0
2677,1,1,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2678,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0
2679,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2680,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
2681,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2682,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2683,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2685,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2686,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2687,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2688,1,0,0,0.0,0.0,0.058823529411764705,0.07894736842105263,0,1,1,1,0
2689,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
2690,0,1,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
2691,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
2692,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
2696,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
2697,1,0,0,0.0,0.0,0.0,0.2894736842105263,1,0,0,0,1
2698,0,1,0,0.0,0.0,0.0,0.0,0,1,0,1,0
2700,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
2703,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,1
2704,1,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0
2706,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
2707,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,1
2708,1,0,0,0.0,0.0,0.058823529411764705,0.13157894736842105,1,0,0,0,0
2711,1,1,0,0.0,0.0,0.0,0.0,0,1,0,1,0
2713,1,1,0,0.0,0.0,0.0,0.10526315789473684,1,0,0,0,0
2714,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2716,1,1,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
2718,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0
2719,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
2720,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
2721,1,0,0,1.0,0.0,0.0,0.631578947368421,0,1,1,1,1
2722,1,0,0,0.0,0.07692307692307693,0.0,0.3157894736842105,0,0,0,0,1
